sample_id,source_sample_id,true_label,source,dm,peak_sigma,peak_time_s,peak_sigma_matched,peak_time_matched_s
sample_001230,00631_neg_sample,RFI,,570.0,6.07,0.0796,3.92,0.4306
sample_001231,00632_neg_sample,RFI,,564.8,7.41,0.2959,6.25,0.4866
sample_001232,00633_neg_sample,RFI,,565.0,5.33,0.1907,3.92,0.6911
sample_001233,00634_neg_sample,RFI,,566.2,5.71,1.0381,4.6,0.4217
sample_001234,00635_neg_sample,RFI,,565.4,3.68,0.8936,3.04,0.7717
sample_001235,00636_neg_sample,RFI,,564.6,4.21,0.1878,2.71,0.1406
sample_001236,00637_neg_sample,RFI,,565.4,5.28,0.6577,4.19,0.0393
sample_001237,00638_neg_sample,RFI,,565.0,3.67,0.2153,3.31,0.1524
sample_001238,00639_neg_sample,RFI,,412.97,2.98,0.2979,2.08,0.0344
sample_001239,00640_neg_sample,RFI,,412.55,4.49,0.0364,3.62,0.0147
sample_001240,00641_neg_sample,RFI,,567.0,3.9,0.6419,3.42,0.7225
sample_001241,00642_neg_sample,RFI,,412.55,4.98,0.928,4.89,0.9083
sample_001242,00643_neg_sample,RFI,,411.51,5.15,1.0617,2.71,1.0273
sample_001243,00644_neg_sample,RFI,,566.7,3.95,0.6871,2.78,0.3854
sample_001244,00645_neg_sample,RFI,,567.4,3.48,1.1757,2.58,0.5476
sample_001245,00646_neg_sample,RFI,,564.9,4.14,1.0292,3.48,0.3795
sample_001246,00647_neg_sample,RFI,,566.0,3.3,0.3372,2.59,0.2802
sample_001247,00648_neg_sample,RFI,,564.4,4.23,0.4522,3.11,0.8651
sample_001248,00649_neg_sample,RFI,,412.55,3.55,0.4905,3.12,0.2045
sample_001249,00650_neg_sample,RFI,,411.51,3.42,0.8995,2.89,0.9221
sample_001250,00651_neg_sample,RFI,,567.9,4.38,1.3153,2.83,0.8415
sample_001251,00652_neg_sample,RFI,,567.4,3.72,0.7098,3.21,0.346
sample_001252,00653_neg_sample,RFI,,569.5,4.11,0.1661,3.45,0.1475
sample_001253,00654_neg_sample,RFI,,412.97,4.41,1.4057,3.44,0.4021
sample_001254,00655_neg_sample,RFI,,563.7,4.03,0.2782,3.24,0.1691
sample_001255,00656_neg_sample,RFI,,566.0,6.38,1.5021,3.36,0.8356
sample_001256,00657_neg_sample,RFI,,568.0,3.99,0.6832,3.32,0.7845
sample_001257,00658_neg_sample,RFI,,566.7,4.07,0.2222,3.01,0.8808
sample_001258,00659_neg_sample,RFI,,566.0,3.95,0.0944,2.98,0.1376
sample_001259,00660_neg_sample,RFI,,562.6,4.23,0.4994,3.77,0.3775
sample_001260,00661_neg_sample,RFI,,564.6,5.19,0.8022,2.62,0.172
sample_001261,00662_neg_sample,RFI,,564.3,4.72,0.0551,3.85,0.1298
sample_001262,00663_neg_sample,RFI,,566.0,6.49,0.7786,4.01,0.8179
sample_001263,00664_neg_sample,RFI,,569.5,3.93,0.5879,3.14,0.6065
sample_001264,00665_neg_sample,RFI,,566.0,4.16,0.8434,2.68,0.8464
sample_001265,00666_neg_sample,RFI,,568.0,4.33,0.0315,3.54,0.7216
sample_001266,00667_neg_sample,RFI,,564.3,4.29,1.6299,3.21,0.872
sample_001267,00668_neg_sample,RFI,,411.51,3.67,0.0629,3.17,0.0845
sample_001268,00669_neg_sample,RFI,,412.55,4.28,0.8277,3.2,0.7923
sample_001269,00670_neg_sample,RFI,,564.5,11.98,1.2937,1.9,0.4748
sample_001270,00671_neg_sample,RFI,,412.55,3.99,0.0315,2.89,0.0069
sample_001271,00672_neg_sample,RFI,,565.2,4.08,0.115,2.71,0.3057
sample_001272,00673_neg_sample,RFI,,566.4,3.71,1.0941,3.71,0.5112
sample_001273,00674_neg_sample,RFI,,566.0,4.21,0.2094,3.29,0.0059
sample_001274,00675_neg_sample,RFI,,569.2,3.78,0.0315,3.71,0.0147
sample_001275,00676_neg_sample,RFI,,565.2,3.23,0.0826,2.67,0.2349
sample_001276,00677_neg_sample,RFI,,564.7,3.31,0.1248,2.31,0.0108
sample_001277,00678_neg_sample,RFI,,564.5,4.75,0.0767,4.66,0.2988
sample_001278,00679_neg_sample,RFI,,565.3,4.64,1.4706,3.38,0.6724
sample_001279,00680_neg_sample,RFI,,412.55,3.72,0.1937,3.19,0.0668
sample_001280,00681_neg_sample,RFI,,564.2,3.72,0.5888,3.12,0.3686
sample_001281,00682_neg_sample,RFI,,566.0,3.94,0.002,3.22,0.0855
sample_001282,00683_neg_sample,RFI,,412.55,3.96,0.7904,3.23,1.0617
sample_001283,00684_neg_sample,RFI,,412.55,4.79,0.5544,3.21,0.1848
sample_001284,00685_neg_sample,RFI,,567.2,5.04,0.0747,4.78,0.0609
sample_001285,00686_neg_sample,RFI,,412.97,4.03,0.5997,2.91,0.6223
sample_001286,00687_neg_sample,RFI,,568.2,5.57,0.3185,4.43,0.0934
sample_001287,00688_neg_sample,RFI,,567.6,4.75,0.0531,3.61,0.1416
sample_001288,00689_neg_sample,RFI,,566.0,5.55,0.6498,3.7,0.4198
sample_001289,00690_neg_sample,RFI,,566.0,4.65,0.0895,3.7,0.3441
sample_001290,00691_neg_sample,RFI,,412.55,5.31,0.6675,3.76,0.2654
sample_001291,00692_neg_sample,RFI,,412.97,3.85,0.0069,3.1,0.0029
sample_001292,00693_neg_sample,RFI,,412.55,4.59,0.0708,3.66,0.0727
sample_001293,00694_neg_sample,RFI,,412.55,5.29,0.3244,2.83,0.9594
sample_001294,00695_neg_sample,RFI,,567.9,5.13,0.1416,3.57,0.3854
sample_001295,00696_neg_sample,RFI,,567.3,4.02,0.1573,3.03,0.0718
sample_001296,00697_neg_sample,RFI,,567.5,3.68,0.0698,3.31,0.292
sample_001297,00698_neg_sample,RFI,,568.0,4.31,0.0433,3.25,0.5711
sample_001298,00699_neg_sample,RFI,,566.0,4.46,0.4463,2.98,0.5446
sample_001299,00700_neg_sample,RFI,,566.0,3.8,0.3667,3.69,0.639
sample_001300,00701_neg_sample,RFI,,566.0,18.35,1.7891,3.36,0.8376
sample_001301,00702_neg_sample,RFI,,568.1,4.45,0.6193,3.32,0.5859
sample_001302,00703_neg_sample,RFI,,564.3,4.3,0.1219,3.42,0.0678
sample_001303,00704_neg_sample,RFI,,566.0,3.72,0.3156,2.76,0.465
sample_001304,00705_neg_sample,RFI,,562.8,4.26,0.8346,3.36,0.5043
sample_001305,00706_neg_sample,RFI,,566.4,3.82,1.0371,3.82,0.1946
sample_001306,00707_neg_sample,RFI,,565.8,3.55,0.346,3.08,0.8425
sample_001307,00708_neg_sample,RFI,,564.3,6.94,0.3559,4.59,0.4561
sample_001308,00709_neg_sample,RFI,,567.9,4.04,0.1445,3.02,0.9211
sample_001309,00710_neg_sample,RFI,,568.5,4.62,1.6751,3.37,0.7992
sample_001310,00711_neg_sample,RFI,,561.2,4.44,0.2664,3.43,0.1032
sample_001311,00712_neg_sample,RFI,,565.3,4.83,0.7658,3.75,0.8582
sample_001312,00713_neg_sample,RFI,,567.1,8.89,0.0157,4.29,0.0324
sample_001313,00714_neg_sample,RFI,,569.2,4.28,1.5247,3.63,0.8248
sample_001314,00715_neg_sample,RFI,,412.55,4.98,1.7557,2.96,0.0521
sample_001315,00716_neg_sample,RFI,,412.97,5.59,1.4057,3.87,1.1757
sample_001316,00717_neg_sample,RFI,,566.0,4.04,0.5554,2.94,0.7638
sample_001317,00718_neg_sample,RFI,,566.9,3.59,0.461,2.64,0.7147
sample_001318,00719_neg_sample,RFI,,565.4,5.71,0.0767,6.03,0.0806
sample_001319,00720_neg_sample,RFI,,569.2,4.72,0.0157,4.48,0.4699
sample_001320,00721_neg_sample,RFI,,552.4,4.74,0.5544,3.41,0.8602
sample_001321,00722_neg_sample,RFI,,412.55,4.98,1.7144,3.39,0.1062
sample_001322,00723_neg_sample,RFI,,411.51,3.27,1.2062,2.54,0.7107
sample_001323,00724_neg_sample,RFI,,565.0,3.82,0.6744,3.1,0.2448
sample_001324,00725_neg_sample,RFI,,517.81,3.71,0.349,2.96,0.4768
sample_001325,00726_neg_sample,RFI,,566.0,5.17,0.0668,3.11,0.1298
sample_001326,00727_neg_sample,RFI,,568.0,2.95,0.1013,2.09,0.0069
sample_001327,00728_neg_sample,RFI,,565.6,5.68,0.0275,3.6,0.0413
sample_001328,00729_neg_sample,RFI,,566.0,4.04,0.9349,2.99,0.8788
sample_001329,00730_neg_sample,RFI,,564.4,3.92,0.7501,3.51,0.7953
sample_001330,00731_neg_sample,RFI,,564.8,3.68,0.3008,2.29,0.4276
sample_001331,00732_neg_sample,RFI,,566.7,4.1,0.6586,3.07,0.7255
sample_001332,00733_neg_sample,RFI,,412.55,4.51,0.1809,3.11,0.9742
sample_001333,00734_neg_sample,RFI,,564.4,2.96,1.3104,2.53,0.9014
sample_001334,00735_neg_sample,RFI,,566.9,4.54,0.7628,4.2,0.8022
sample_001335,00736_neg_sample,RFI,,567.0,5.05,0.0354,4.17,0.057
sample_001336,00737_neg_sample,RFI,,570.0,4.2,0.231,2.69,0.3411
sample_001337,00738_neg_sample,RFI,,565.5,5.17,0.1062,3.45,0.116
sample_001338,00739_neg_sample,RFI,,570.0,4.02,0.3844,2.88,0.0511
sample_001339,00740_neg_sample,RFI,,412.55,3.65,1.3143,2.88,0.1229
sample_001340,00741_neg_sample,RFI,,412.18,3.88,0.1101,3.18,0.346
sample_001341,00742_neg_sample,RFI,,569.8,4.96,0.1199,3.31,0.0885
sample_001342,00743_neg_sample,RFI,,565.1,4.11,0.0079,3.43,0.0983
sample_001343,00744_neg_sample,RFI,,562.6,3.91,0.0895,2.75,0.29
sample_001344,00745_neg_sample,RFI,,412.97,4.39,1.0558,3.13,0.93
sample_001345,00746_neg_sample,RFI,,566.0,4.33,0.4679,3.72,0.4778
sample_001346,00747_neg_sample,RFI,,566.0,3.6,0.1887,3.27,0.3234
sample_001347,00748_neg_sample,RFI,,563.5,4.17,0.3254,3.28,0.5751
sample_001348,00749_neg_sample,RFI,,563.6,4.06,0.2979,3.03,0.0904
sample_001349,00750_neg_sample,RFI,,563.7,4.49,1.0509,4.14,0.6527
sample_001350,00751_neg_sample,RFI,,412.55,5.22,1.4057,3.53,0.292
sample_001351,00752_neg_sample,RFI,,565.6,4.32,0.2753,4.25,0.9064
sample_001352,00753_neg_sample,RFI,,566.0,16.26,1.7891,3.97,0.9103
sample_001353,00754_neg_sample,RFI,,412.55,4.51,0.291,3.62,0.2438
sample_001354,00755_neg_sample,RFI,,567.3,4.41,0.0236,2.97,0.0472
sample_001355,00756_neg_sample,RFI,,565.4,4.16,0.8788,4.09,0.8533
sample_001356,00757_neg_sample,RFI,,570.0,4.67,1.1718,4.05,0.1298
sample_001357,00758_neg_sample,RFI,,563.4,3.45,0.1956,3.11,0.1062
sample_001358,00759_neg_sample,RFI,,561.0,6.29,0.1003,3.75,0.0059
sample_001359,00760_neg_sample,RFI,,564.8,4.45,1.0204,2.62,0.114
sample_001360,00761_neg_sample,RFI,,568.0,3.42,0.7874,2.46,0.7009
sample_001361,00762_neg_sample,RFI,,563.7,4.48,0.7157,3.02,0.7776
sample_001362,00763_neg_sample,RFI,,412.55,3.85,0.0256,3.47,0.0354
sample_001363,00764_neg_sample,RFI,,412.55,4.65,0.2251,3.46,1.2082
sample_001364,00765_neg_sample,RFI,,566.6,3.56,0.2998,2.88,0.0167
sample_001365,00766_neg_sample,RFI,,567.6,4.47,1.16,3.67,0.8897
sample_001366,00767_neg_sample,RFI,,565.7,4.43,0.4384,3.36,0.3942
sample_001367,00768_neg_sample,RFI,,567.8,4.54,1.3527,3.6,0.871
sample_001368,00769_neg_sample,RFI,,552.4,4.74,1.3566,3.41,0.6989
sample_001369,00770_neg_sample,RFI,,566.0,4.13,0.0472,5.33,0.0059
sample_001370,00771_neg_sample,RFI,,567.4,9.05,0.175,4.34,0.0315
sample_001371,00772_neg_sample,RFI,,412.55,4.5,0.4453,3.12,0.4522
sample_001372,00773_neg_sample,RFI,,565.8,3.88,0.0659,3.05,0.3588
sample_001373,00774_neg_sample,RFI,,569.0,3.99,0.7432,2.57,0.8847
sample_001374,00775_neg_sample,RFI,,411.51,4.14,0.6891,3.43,0.0393
sample_001375,00776_neg_sample,RFI,,412.55,3.08,0.0904,2.53,0.0796
sample_001376,00777_neg_sample,RFI,,567.2,4.23,0.0118,3.73,0.8317
sample_001377,00778_neg_sample,RFI,,565.0,4.03,0.7314,3.1,0.5417
sample_001378,00779_neg_sample,RFI,,562.6,4.21,0.2517,3.83,0.7039
sample_001379,00780_neg_sample,RFI,,411.51,5.76,0.6704,3.72,0.9998
sample_001380,00781_neg_sample,RFI,,411.51,3.7,0.0737,3.58,0.3588
sample_001381,00782_neg_sample,RFI,,566.2,5.06,0.1553,2.86,0.2782
sample_001382,00783_neg_sample,RFI,,567.2,4.72,1.2534,3.42,0.5603
sample_001383,00784_neg_sample,RFI,,567.2,5.2,1.2897,3.62,0.8916
sample_001384,00785_neg_sample,RFI,,566.9,3.63,0.0737,3.24,0.1072
sample_001385,00786_neg_sample,RFI,,567.1,4.5,0.9821,3.04,0.2546
sample_001386,00787_neg_sample,RFI,,568.5,4.09,1.2652,2.92,0.0492
sample_001387,00788_neg_sample,RFI,,564.6,4.22,0.0609,2.94,0.0334
sample_001388,00789_neg_sample,RFI,,564.2,4.75,0.0442,3.99,0.0501
sample_001389,00790_neg_sample,RFI,,568.0,3.68,0.7609,2.91,0.9054
sample_001390,00791_neg_sample,RFI,,566.0,4.15,0.2428,2.99,0.1248
sample_001391,00792_neg_sample,RFI,,569.4,4.16,0.4237,3.22,0.4473
sample_001392,00793_neg_sample,RFI,,567.5,5.42,0.7628,3.3,0.0492
sample_001393,00794_neg_sample,RFI,,411.51,4.2,0.7383,3.53,1.0351
sample_001394,00795_neg_sample,RFI,,564.9,4.51,0.6095,3.16,0.5997
sample_001395,00796_neg_sample,RFI,,563.0,4.46,1.1639,3.54,0.867
sample_001396,00797_neg_sample,RFI,,412.55,4.2,0.058,3.57,0.1268
sample_001397,00798_neg_sample,RFI,,563.7,4.63,1.0076,3.3,0.872
sample_001398,00799_neg_sample,RFI,,566.0,3.89,0.0472,2.87,0.1435
sample_001399,00800_neg_sample,RFI,,564.8,3.8,1.0214,3.22,0.1062
sample_001400,00801_neg_sample,RFI,,568.0,7.15,0.0197,3.11,0.1406
sample_001401,00802_neg_sample,RFI,,564.3,4.48,0.5269,3.58,0.3303
sample_001402,00803_neg_sample,RFI,,568.8,4.46,0.0914,2.61,0.0157
sample_001403,00804_neg_sample,RFI,,412.55,4.79,0.7687,3.03,0.8788
sample_001404,00805_neg_sample,RFI,,570.0,4.56,0.7923,2.97,0.4355
sample_001405,00806_neg_sample,RFI,,567.6,3.76,0.0167,3.09,0.1897
sample_001406,00807_neg_sample,RFI,,564.2,4.09,1.4421,2.86,0.9123
sample_001407,00808_neg_sample,RFI,,563.2,4.35,0.4522,2.83,0.1484
sample_001408,00809_neg_sample,RFI,,565.3,10.21,0.0983,2.83,0.1288
sample_001409,00810_neg_sample,RFI,,412.55,4.0,0.9791,3.49,1.0007
sample_001410,00811_neg_sample,RFI,,566.0,4.68,0.0413,3.41,0.4945
sample_001411,00812_neg_sample,RFI,,411.51,6.26,0.2261,2.62,0.4394
sample_001412,00813_neg_sample,RFI,,566.9,4.16,0.2772,3.02,0.0668
sample_001413,00814_neg_sample,RFI,,566.1,4.48,0.1887,3.23,0.5633
sample_001414,00815_neg_sample,RFI,,564.7,4.2,0.6341,3.14,0.2281
sample_001415,00816_neg_sample,RFI,,411.51,4.91,0.0157,3.1,0.406
sample_001416,00817_neg_sample,RFI,,567.6,6.16,0.0531,6.76,0.0609
sample_001417,00818_neg_sample,RFI,,566.0,4.75,0.3047,2.98,0.4974
sample_001418,00819_neg_sample,RFI,,566.7,3.84,0.4375,2.83,0.29
sample_001419,00820_neg_sample,RFI,,412.55,5.31,0.0472,3.94,0.0059
sample_001420,00821_neg_sample,RFI,,566.1,4.22,0.6242,3.96,0.0609
sample_001421,00822_neg_sample,RFI,,566.7,4.17,1.8127,3.02,0.8317
sample_001422,00823_neg_sample,RFI,,567.6,3.8,0.0678,2.92,0.3883
sample_001423,00824_neg_sample,RFI,,566.1,3.29,0.0295,3.47,0.0088
sample_001424,00825_neg_sample,RFI,,569.2,4.78,0.4778,2.86,0.2045
sample_001425,00826_neg_sample,RFI,,567.9,3.4,0.5731,2.59,0.5908
sample_001426,00827_neg_sample,RFI,,567.9,4.6,1.6682,3.54,0.5702
sample_001427,00828_neg_sample,RFI,,412.55,4.33,0.4728,3.39,0.9368
sample_001428,00829_neg_sample,RFI,,411.51,4.17,0.2202,3.34,0.3313
sample_001429,00830_neg_sample,RFI,,568.5,4.41,0.0315,3.55,0.0934
sample_001430,00831_neg_sample,RFI,,566.0,3.72,0.8287,3.25,0.6124
sample_001431,00832_neg_sample,RFI,,567.6,4.23,1.5984,3.73,0.6999
sample_001432,00833_neg_sample,RFI,,566.3,4.55,1.2966,3.61,0.7235
sample_001433,00834_neg_sample,RFI,,565.5,4.81,0.9437,4.01,0.9103
sample_001434,00835_neg_sample,RFI,,411.51,4.23,0.8385,4.48,0.0609
sample_001435,00836_neg_sample,RFI,,564.7,4.25,0.404,2.96,0.7009
sample_001436,00837_neg_sample,RFI,,412.18,4.91,0.2467,3.54,0.4787
sample_001437,00838_neg_sample,RFI,,564.9,4.75,0.5377,5.22,0.7284
sample_001438,00839_neg_sample,RFI,,564.0,3.98,0.7127,3.44,0.6606
sample_001439,00840_neg_sample,RFI,,412.55,5.67,1.2878,4.19,1.1895
sample_001440,00841_neg_sample,RFI,,567.6,6.21,1.333,3.2,0.173
sample_001441,00842_neg_sample,RFI,,567.3,5.01,0.3333,4.44,0.1681
sample_001442,00843_neg_sample,RFI,,412.55,5.66,0.1819,2.81,0.5731
sample_001443,00844_neg_sample,RFI,,566.0,6.95,0.1081,4.97,0.7579
sample_001444,00845_neg_sample,RFI,,567.6,7.21,1.6613,4.31,0.8828
sample_001445,00846_neg_sample,RFI,,567.6,3.59,0.0482,2.68,0.0098
sample_001446,00847_neg_sample,RFI,,565.1,4.29,0.9948,3.49,0.5613
sample_001447,00848_neg_sample,RFI,,566.0,3.21,0.7461,2.05,0.9073
sample_001448,00849_neg_sample,RFI,,412.18,3.82,0.0236,3.53,0.1848
sample_001449,00850_neg_sample,RFI,,564.9,4.82,1.0617,3.86,0.8317
sample_001450,00851_neg_sample,RFI,,412.55,5.63,0.8297,2.83,1.161
sample_001451,00852_neg_sample,RFI,,412.97,4.97,0.0246,3.34,0.0315
sample_001452,00853_neg_sample,RFI,,412.55,3.75,0.1701,2.92,0.0855
sample_001453,00854_neg_sample,RFI,,566.0,3.98,0.0914,3.56,0.0855
sample_001454,00855_neg_sample,RFI,,562.6,2.89,0.0423,2.17,0.2605
sample_001455,00856_neg_sample,RFI,,411.51,3.12,0.0688,2.85,0.0049
sample_001456,00857_neg_sample,RFI,,566.0,4.04,0.8533,4.04,0.4925
sample_001457,00858_neg_sample,RFI,,569.0,3.67,0.7569,2.86,0.8877
sample_001458,00859_neg_sample,RFI,,566.0,3.84,0.0354,3.45,0.4886
sample_001459,00860_neg_sample,RFI,,412.97,3.66,0.6006,3.28,0.6891
sample_001460,00861_neg_sample,RFI,,412.55,3.73,0.172,3.11,0.0433
sample_001461,00862_neg_sample,RFI,,412.55,3.98,0.0885,3.74,0.1219
sample_001462,00863_neg_sample,RFI,,567.2,2.09,0.056,1.92,0.0049
sample_001463,00864_neg_sample,RFI,,564.4,4.45,0.0452,4.84,0.0059
sample_001464,00865_neg_sample,RFI,,411.51,4.44,1.2376,4.43,0.7196
sample_001465,00866_neg_sample,RFI,,564.8,6.03,0.0354,3.84,0.0511
sample_001466,00867_neg_sample,RFI,,412.18,14.22,0.0413,4.52,0.0157
sample_001467,00868_neg_sample,RFI,,411.51,6.43,1.5827,3.53,1.158
sample_001468,00869_neg_sample,RFI,,566.0,6.27,0.0315,3.88,0.5662
sample_001469,00870_neg_sample,RFI,,563.2,7.13,0.0924,3.94,0.0777
sample_001470,00871_neg_sample,RFI,,566.2,7.25,0.521,4.7,0.1406
sample_001471,00872_neg_sample,RFI,,569.5,4.98,0.0904,4.68,0.0944
sample_001472,00873_neg_sample,RFI,,565.8,3.37,0.1357,2.42,0.2703
sample_001473,00874_neg_sample,RFI,,563.8,4.65,0.8218,4.22,0.8897
sample_001474,00875_neg_sample,RFI,,564.8,5.78,0.2615,2.65,0.0718
sample_001475,00876_neg_sample,RFI,,562.3,5.15,0.6203,4.99,0.5515
sample_001476,00877_neg_sample,RFI,,564.5,5.42,0.3942,3.59,0.4237
sample_001477,00878_neg_sample,RFI,,564.8,7.22,0.3804,5.91,0.404
sample_001478,00879_neg_sample,RFI,,555.4,5.52,1.3035,4.62,0.7894
sample_001479,00880_neg_sample,RFI,,566.0,4.39,1.7016,3.55,0.5711
sample_001480,00881_neg_sample,RFI,,566.0,1.93,0.7658,1.64,0.8641
sample_001481,00882_neg_sample,RFI,,411.51,2.95,0.0197,2.26,0.0423
sample_001482,00883_neg_sample,RFI,,567.2,2.56,0.6793,2.43,0.9172
sample_001483,00884_neg_sample,RFI,,565.1,3.72,0.002,3.75,0.3057
sample_001484,00885_neg_sample,RFI,,412.18,2.78,0.0108,1.92,0.0423
sample_001485,00886_neg_sample,RFI,,564.3,2.45,0.0069,2.81,0.0029
sample_001486,00887_neg_sample,RFI,,565.7,2.6,0.756,2.06,0.7776
sample_001487,00888_neg_sample,RFI,,561.5,5.6,1.6063,3.4,0.9064
sample_001488,00889_neg_sample,RFI,,567.1,4.37,0.2664,3.29,0.698
sample_001489,00890_neg_sample,RFI,,562.6,3.18,0.2782,2.87,0.1072
sample_001490,00891_neg_sample,RFI,,569.4,5.02,0.0315,3.12,0.1239
sample_001491,00892_neg_sample,RFI,,567.6,4.15,0.2448,3.96,0.8965
sample_001492,00893_neg_sample,RFI,,565.3,2.15,0.0069,1.97,0.0324
sample_001493,00894_neg_sample,RFI,,412.55,3.52,1.2259,2.88,0.6301
sample_001494,00895_neg_sample,RFI,,564.4,3.88,1.104,2.78,0.4139
sample_001495,00896_neg_sample,RFI,,561.9,3.92,0.349,3.76,0.4325
sample_001496,00897_neg_sample,RFI,,566.3,3.1,0.0482,2.44,0.0108
sample_001497,00898_neg_sample,RFI,,554.5,1.85,0.7166,1.5,0.9152
sample_001498,00899_neg_sample,RFI,,563.7,2.53,0.0531,1.91,0.2192
sample_001499,00900_neg_sample,RFI,,568.1,3.93,0.7048,3.05,0.6331
sample_001500,00901_neg_sample,RFI,,565.8,3.44,0.0816,2.83,0.2644
sample_001501,00902_neg_sample,RFI,,567.6,3.2,0.3657,3.23,0.4571
sample_001502,00903_neg_sample,RFI,,566.0,4.32,0.1848,2.79,0.0954
sample_001503,00904_neg_sample,RFI,,411.51,6.13,1.6967,3.57,0.5692
sample_001504,00905_neg_sample,RFI,,563.7,4.33,1.0528,2.78,0.2762
sample_001505,00906_neg_sample,RFI,,567.6,2.53,0.6891,2.06,0.7933
sample_001506,00907_neg_sample,RFI,,565.4,2.45,0.0147,2.47,0.001
sample_001507,00908_neg_sample,RFI,,568.3,3.09,0.8405,2.79,0.9005
sample_001508,00909_neg_sample,RFI,,567.7,3.51,0.0206,2.56,0.0187
sample_001509,00910_neg_sample,RFI,,568.5,4.27,0.0157,3.21,0.0609
sample_001510,00911_neg_sample,RFI,,567.4,3.96,0.0472,3.15,0.0747
sample_001511,00912_neg_sample,RFI,,565.1,3.38,0.0265,3.37,0.0737
sample_001512,00913_neg_sample,RFI,,566.0,4.58,0.0334,3.76,0.35
sample_001513,00914_neg_sample,RFI,,412.55,4.31,0.4011,2.97,0.3657
sample_001514,00915_neg_sample,RFI,,568.1,4.08,0.2114,2.75,0.2625
sample_001515,00916_neg_sample,RFI,,563.7,11.59,1.5355,2.27,0.8877
sample_001516,00917_neg_sample,RFI,,565.1,7.52,0.0806,1.43,0.0265
sample_001517,00918_neg_sample,RFI,,517.8,3.51,1.1,3.05,0.6606
sample_001518,00919_neg_sample,RFI,,567.3,2.76,0.06,2.1,0.056
sample_001519,00920_neg_sample,RFI,,566.4,2.74,0.8248,2.4,0.8503
sample_001520,00921_neg_sample,RFI,,411.51,3.14,0.2015,2.22,0.3057
sample_001521,00922_neg_sample,RFI,,564.3,4.38,0.3696,3.41,0.0944
sample_001522,00923_neg_sample,RFI,,566.0,3.3,0.4375,2.31,0.9093
sample_001523,00924_neg_sample,RFI,,566.7,3.98,0.9889,3.98,0.8946
sample_001524,00925_neg_sample,RFI,,566.0,3.55,0.0256,3.2,0.115
sample_001525,00926_neg_sample,RFI,,412.55,4.02,0.0275,3.12,0.0659
sample_001526,00927_neg_sample,RFI,,566.1,3.17,1.1315,2.35,0.3588
sample_001527,00928_neg_sample,RFI,,566.5,4.43,1.7705,4.17,0.0688
sample_001528,00929_neg_sample,RFI,,566.7,4.16,0.0197,3.29,0.349
sample_001529,00930_neg_sample,RFI,,567.1,4.61,0.3519,3.42,0.5023
sample_001530,00931_neg_sample,RFI,,564.4,5.24,1.3094,3.49,0.5593
sample_001531,00932_neg_sample,RFI,,564.7,4.99,0.1848,5.09,0.0806
sample_001532,00933_neg_sample,RFI,,567.2,4.29,0.0649,3.39,0.4443
sample_001533,00934_neg_sample,RFI,,567.2,4.66,0.171,3.42,0.1612
sample_001534,00935_neg_sample,RFI,,564.8,3.92,1.0263,3.51,0.2566
sample_001535,00936_neg_sample,RFI,,412.55,3.0,0.0088,1.92,0.1189
sample_001536,00937_neg_sample,RFI,,563.7,3.57,1.0804,2.76,0.8759
sample_001537,00938_neg_sample,RFI,,566.1,5.74,0.173,3.88,0.0845
sample_001538,00939_neg_sample,RFI,,566.0,3.65,1.7341,2.58,0.809
sample_001539,00940_neg_sample,RFI,,566.3,3.71,0.9644,3.59,0.7992
sample_001540,00941_neg_sample,RFI,,565.4,4.13,0.1534,3.11,0.698
sample_001541,00942_neg_sample,RFI,,568.0,4.08,0.1465,2.5,0.0029
sample_001542,00943_neg_sample,RFI,,412.55,4.33,1.217,3.29,0.9742
sample_001543,00944_neg_sample,RFI,,566.0,3.99,0.1475,3.55,0.0147
sample_001544,00945_neg_sample,RFI,,562.8,4.05,0.2762,3.4,0.582
sample_001545,00946_neg_sample,RFI,,565.0,3.95,1.1973,3.55,0.4561
sample_001546,00947_neg_sample,RFI,,412.55,3.68,0.0914,2.34,0.1632
sample_001547,00948_neg_sample,RFI,,569.0,4.18,0.4935,2.84,0.9142
sample_001548,00949_neg_sample,RFI,,412.55,4.07,1.0509,3.57,1.1295
sample_001549,00950_neg_sample,RFI,,564.4,4.55,0.6419,3.26,0.7117
sample_001550,00951_neg_sample,RFI,,566.0,4.47,0.3175,3.13,0.3637
sample_001551,00952_neg_sample,RFI,,567.2,3.38,0.1534,2.95,0.5023
sample_001552,00953_neg_sample,RFI,,565.2,4.17,0.7186,3.12,0.4896
sample_001553,00954_neg_sample,RFI,,565.3,3.49,0.0098,3.51,0.0482
sample_001554,00955_neg_sample,RFI,,517.81,2.85,0.0403,2.33,0.0383
sample_001555,00956_neg_sample,RFI,,561.9,4.32,0.1032,2.95,0.5417
sample_001556,00957_neg_sample,RFI,,567.0,4.74,0.926,4.98,0.8828
sample_001557,00958_neg_sample,RFI,,565.1,4.46,0.7687,3.68,0.6636
sample_001558,00959_neg_sample,RFI,,412.55,4.34,0.2625,3.23,0.1366
sample_001559,00960_neg_sample,RFI,,565.9,5.95,0.7147,3.88,0.813
sample_001560,00961_neg_sample,RFI,,569.0,3.64,1.4775,2.57,0.6085
sample_001561,00962_neg_sample,RFI,,567.2,6.42,1.0224,6.51,0.9103
sample_001562,00963_neg_sample,RFI,,411.51,5.02,0.3588,4.47,1.1934
