sample_id,source_sample_id,true_label,dm,flux_density,width,arrival_time,sweep_contained,peak_sigma,peak_time_s
sample_000295,frb_00295,FRB,167.042834,8.11496,0.003052,1.525998,1,173.5,1.29761
sample_000296,frb_00296,FRB,383.852565,10.372511,0.003643,0.410595,0,3.15,0.04719
sample_000297,frb_00297,FRB,223.345902,9.213634,0.003297,1.167239,1,543.21,0.88474
sample_000298,frb_00298,FRB,818.243964,6.969828,0.004295,1.484166,0,2.71,0.09044
sample_000299,frb_00299,FRB,262.3281,5.998985,0.004917,1.352005,1,340.1,1.26026
sample_000300,frb_00300,FRB,767.073903,9.227983,0.004448,0.350583,0,2.69,0.02064
sample_000301,frb_00301,FRB,588.794998,6.341426,0.00424,0.60274,1,118.66,0.25952
sample_000302,frb_00302,FRB,184.883917,7.819457,0.004772,1.091972,1,733.4,1.02826
sample_000303,frb_00303,FRB,732.832376,4.416604,0.00433,0.577664,0,2.96,0.05112
sample_000304,frb_00304,FRB,337.968737,8.890275,0.003969,1.071076,1,931.0,0.61145
sample_000305,frb_00305,FRB,299.526334,9.133205,0.003433,1.218294,1,316.86,0.80216
sample_000306,frb_00306,FRB,752.650182,9.498767,0.004254,1.122371,1,542.17,0.19464
sample_000307,frb_00307,FRB,547.008645,11.347804,0.004553,0.38368,0,3.25,0.3303
sample_000308,frb_00308,FRB,550.367253,11.353056,0.003112,1.227965,0,3.19,0.25559
sample_000309,frb_00309,FRB,548.360148,4.302929,0.004648,0.957463,1,60.34,0.35389
sample_000310,frb_00310,FRB,397.543247,7.997947,0.00329,0.385236,1,563.32,0.16122
sample_000311,frb_00311,FRB,765.815415,11.391884,0.003631,0.436436,0,3.33,0.19366
sample_000312,frb_00312,FRB,529.292124,7.238508,0.004235,0.745997,1,440.66,0.14352
sample_000313,frb_00313,FRB,877.058332,7.072606,0.004546,1.514893,0,0.0,0.0
sample_000314,frb_00314,FRB,318.033934,7.068537,0.003847,1.640883,1,338.25,1.23863
sample_000315,frb_00315,FRB,750.326019,5.684294,0.003802,1.308349,0,3.88,0.06586
sample_000316,frb_00316,FRB,838.36995,8.727175,0.00349,1.299405,0,2.06,0.02753
sample_000317,frb_00317,FRB,238.617345,7.664614,0.003304,0.756566,1,407.65,0.60359
sample_000318,frb_00318,FRB,872.311738,10.184907,0.003158,0.929209,0,0.0,0.0
sample_000319,frb_00319,FRB,248.998478,4.443069,0.003631,1.145808,1,197.86,1.06365
sample_000320,frb_00320,FRB,801.708741,6.952857,0.003414,0.569413,1,30.84,0.13566
sample_000321,frb_00321,FRB,347.984105,7.503743,0.004342,0.970919,1,469.34,0.5564
sample_000322,frb_00322,FRB,131.811834,7.411118,0.004132,0.379535,1,222.64,0.3185
sample_000323,frb_00323,FRB,649.872426,11.560876,0.004718,1.577269,0,3.43,0.20742
sample_000324,frb_00324,FRB,675.86919,9.461332,0.003813,0.695408,1,136.39,0.31654
sample_000325,frb_00325,FRB,472.14383,7.517161,0.003253,1.453536,1,193.57,0.74514
sample_000326,frb_00326,FRB,724.938059,8.365479,0.003338,1.408877,0,3.16,0.27525
sample_000327,frb_00327,FRB,652.145981,6.21645,0.004305,1.403716,0,2.86,0.37454
sample_000328,frb_00328,FRB,837.443991,8.700209,0.00402,0.979564,0,2.56,0.03834
sample_000329,frb_00329,FRB,763.496875,10.018358,0.004332,1.639344,0,3.08,0.19857
sample_000330,frb_00330,FRB,149.692078,5.176903,0.00485,0.520893,1,200.29,0.41681
sample_000331,frb_00331,FRB,219.714039,10.992475,0.004866,0.853194,1,523.81,0.78447
sample_000332,frb_00332,FRB,211.669394,7.581394,0.004909,0.684447,1,331.39,0.43647
sample_000333,frb_00333,FRB,240.966448,10.931982,0.003196,0.62488,1,564.11,0.47383
sample_000334,frb_00334,FRB,703.322849,4.071614,0.004336,0.736426,1,68.33,0.0118
sample_000335,frb_00335,FRB,822.052544,11.645832,0.003258,0.918618,0,2.81,0.0639
sample_000336,frb_00336,FRB,793.730025,4.271024,0.0048,1.279069,0,3.24,0.05014
sample_000337,frb_00337,FRB,687.534093,11.601041,0.003861,0.482807,0,3.5,0.41288
sample_000338,frb_00338,FRB,523.268421,8.890583,0.004682,1.430837,1,403.4,0.59965
sample_000339,frb_00339,FRB,619.548796,7.582395,0.004542,1.21557,0,3.25,0.26444
sample_000340,frb_00340,FRB,340.220153,9.693833,0.00352,0.902444,1,583.04,0.66454
sample_000341,frb_00341,FRB,509.46241,9.617272,0.003836,0.37771,0,4.02,0.4463
sample_000342,frb_00342,FRB,167.975342,10.036152,0.003716,1.405416,1,353.02,1.26616
sample_000343,frb_00343,FRB,464.573723,4.896658,0.003499,0.527514,1,359.04,0.17498
sample_000344,frb_00344,FRB,577.8044,8.214418,0.003905,1.61449,0,3.41,0.15925
sample_000345,frb_00345,FRB,471.405407,9.805094,0.004437,0.996046,1,261.24,0.53281
sample_000346,frb_00346,FRB,468.086554,11.169162,0.003558,1.127414,1,225.17,0.52101
sample_000347,frb_00347,FRB,270.213878,7.384809,0.003377,0.657167,1,127.84,0.28115
sample_000348,frb_00348,FRB,228.970329,10.511235,0.003855,0.767932,1,181.46,0.61932
sample_000349,frb_00349,FRB,525.270336,6.210242,0.004791,0.560164,0,2.95,0.06095
sample_000350,frb_00350,FRB,829.638886,4.321451,0.003858,0.778831,1,4.98,0.00098
sample_000351,frb_00351,FRB,726.829203,10.343647,0.004396,0.741905,0,2.69,0.14352
sample_000352,frb_00352,FRB,486.347424,9.045028,0.004717,0.49969,1,142.32,0.03342
sample_000353,frb_00353,FRB,594.826479,6.689768,0.003461,0.708852,1,274.97,0.06685
sample_000354,frb_00354,FRB,429.080125,9.54706,0.004319,0.905312,1,222.37,0.64487
sample_000355,frb_00355,FRB,682.706849,4.513049,0.003978,1.461136,1,54.16,0.42467
sample_000356,frb_00356,FRB,610.943766,4.078005,0.003305,1.632607,0,2.64,0.38732
sample_000357,frb_00357,FRB,348.662516,9.830375,0.003174,0.621807,1,359.53,0.30278
sample_000358,frb_00358,FRB,797.14384,10.132385,0.003913,0.472503,0,2.83,0.10322
sample_000359,frb_00359,FRB,873.77548,5.60105,0.003934,1.061644,0,0.0,0.0
sample_000360,frb_00360,FRB,479.146462,9.043623,0.003855,0.837425,1,421.32,0.20644
sample_000361,frb_00361,FRB,645.004917,5.026623,0.004784,0.637474,1,366.17,0.1219
sample_000362,frb_00362,FRB,337.281196,11.89118,0.003351,1.312931,1,774.52,1.15802
sample_000363,frb_00363,FRB,734.624349,4.295082,0.003192,0.970343,1,45.93,0.11796
sample_000364,frb_00364,FRB,886.137246,11.621574,0.004978,0.861404,0,0.0,0.0
sample_000365,frb_00365,FRB,426.965276,11.314949,0.00499,0.39416,1,847.5,0.16515
sample_000366,frb_00366,FRB,888.697025,8.300901,0.003793,1.126911,0,0.0,0.0
sample_000367,frb_00367,FRB,449.53934,6.246279,0.004553,1.071225,1,102.3,0.53674
sample_000368,frb_00368,FRB,874.316558,7.283955,0.00385,0.727568,0,0.0,0.0
sample_000369,frb_00369,FRB,311.63679,7.820001,0.00378,1.61574,0,3.24,0.60064
sample_000370,frb_00370,FRB,844.897069,8.792101,0.003,0.590727,0,5.0,0.04424
sample_000371,frb_00371,FRB,841.908797,7.448018,0.003981,0.588416,0,3.13,0.05898
sample_000372,frb_00372,FRB,389.416589,9.444946,0.004488,0.713589,1,713.47,0.57999
sample_000373,frb_00373,FRB,589.051786,8.124773,0.004125,0.934752,1,213.07,0.09634
sample_000374,frb_00374,FRB,567.153302,4.530501,0.003696,1.344587,0,3.31,0.64684
sample_000375,frb_00375,FRB,123.573281,11.037546,0.004951,0.636726,1,484.59,0.49152
sample_000376,frb_00376,FRB,626.370963,7.09123,0.004949,1.35225,0,3.44,0.52298
sample_000377,frb_00377,FRB,260.09861,10.759226,0.003484,0.458367,1,752.37,0.34013
sample_000378,frb_00378,FRB,312.984585,11.064081,0.003751,1.315995,1,494.04,0.92406
sample_000379,frb_00379,FRB,199.243486,6.438035,0.003133,0.70447,1,152.6,0.51315
sample_000380,frb_00380,FRB,295.201056,8.426858,0.004545,1.0857,1,218.4,0.63308
sample_000381,frb_00381,FRB,124.50434,6.509383,0.00485,0.685953,1,319.66,0.58786
sample_000382,frb_00382,FRB,532.523498,11.349695,0.00389,1.446052,1,797.53,0.75104
sample_000383,frb_00383,FRB,644.549578,11.351459,0.00485,1.161605,0,3.48,0.4463
sample_000384,frb_00384,FRB,634.226715,8.701561,0.003568,0.566038,1,265.58,0.23986
sample_000385,frb_00385,FRB,861.535694,4.210862,0.003303,0.770951,0,1.39,0.01966
sample_000386,frb_00386,FRB,658.745392,4.082253,0.004639,1.604215,0,3.37,0.14746
sample_000387,frb_00387,FRB,225.108762,5.67966,0.003891,1.094362,1,312.6,1.01646
sample_000388,frb_00388,FRB,767.440411,4.498623,0.003962,0.723884,0,3.56,0.00983
sample_000389,frb_00389,FRB,811.376891,5.973932,0.004019,1.356691,0,3.34,0.1042
sample_000390,frb_00390,FRB,683.222985,5.836767,0.003861,0.571187,1,161.94,0.09044
sample_000391,frb_00391,FRB,610.450229,6.316619,0.003984,1.039274,0,2.96,0.48955
sample_000392,frb_00392,FRB,330.461678,10.97228,0.003804,0.815406,1,179.23,0.46793
sample_000393,frb_00393,FRB,166.22075,6.876382,0.004409,1.132043,1,534.24,1.08134
sample_000394,frb_00394,FRB,571.902345,8.112278,0.003556,1.478228,0,3.18,0.42271
sample_000395,frb_00395,FRB,592.792138,4.337907,0.004391,0.534167,1,180.98,0.27722
sample_000396,frb_00396,FRB,671.524835,6.088669,0.00432,0.941137,1,429.08,0.28508
sample_000397,frb_00397,FRB,322.357733,11.557807,0.003668,1.594121,0,3.27,1.22094
sample_000398,frb_00398,FRB,583.29135,11.815072,0.003792,0.53322,0,3.23,0.35291
sample_000399,frb_00399,FRB,427.530084,6.058008,0.004098,0.995219,1,131.46,0.69796
sample_000400,frb_00400,FRB,211.789943,9.045452,0.004186,0.754002,1,539.8,0.46399
sample_000401,frb_00401,FRB,290.426148,4.446436,0.004312,0.491889,1,119.77,0.29295
sample_000402,frb_00402,FRB,174.783574,9.936662,0.004098,1.121489,1,226.0,0.87884
sample_000403,frb_00403,FRB,168.710623,5.226599,0.004139,0.860649,1,391.52,0.64684
sample_000404,frb_00404,FRB,407.487695,6.350817,0.003191,1.339143,0,3.55,0.6262
sample_000405,frb_00405,FRB,886.44931,7.111395,0.004261,0.968007,0,0.0,0.0
sample_000406,frb_00406,FRB,871.17782,10.098399,0.00326,0.982,0,0.0,0.0
sample_000407,frb_00407,FRB,209.847164,9.829962,0.004504,1.080446,1,742.89,0.95748
sample_000408,frb_00408,FRB,483.646645,4.80255,0.003584,0.468268,0,3.52,0.12288
sample_000409,frb_00409,FRB,242.843615,7.123769,0.004746,0.611544,1,339.81,0.52888
sample_000410,frb_00410,FRB,409.28809,4.687573,0.0032,0.398888,1,90.27,0.02949
sample_000411,frb_00411,FRB,528.12555,10.788444,0.004404,0.870825,1,467.52,0.3362
sample_000412,frb_00412,FRB,731.165498,11.264458,0.004642,0.410135,0,3.69,0.12681
sample_000413,frb_00413,FRB,850.345144,6.901092,0.003294,1.607542,0,2.57,0.01966
sample_000414,frb_00414,FRB,873.390381,10.805556,0.003535,0.67413,0,0.0,0.0
sample_000415,frb_00415,FRB,781.003246,10.545793,0.004385,0.96614,1,228.48,0.12386
sample_000416,frb_00416,FRB,820.651556,9.900123,0.003783,0.90708,0,2.48,0.09044
sample_000417,frb_00417,FRB,701.173711,5.529319,0.003204,1.210435,1,118.1,0.35979
sample_000418,frb_00418,FRB,596.398844,4.761872,0.003053,0.556008,0,3.81,0.08749
sample_000419,frb_00419,FRB,621.154825,6.690214,0.004083,0.692579,1,342.06,0.3303
sample_000420,frb_00420,FRB,859.340679,10.181767,0.003779,0.631021,0,1.81,0.02654
sample_000421,frb_00421,FRB,143.318895,7.869954,0.003066,1.278485,1,407.49,1.05972
sample_000422,frb_00422,FRB,693.007521,7.529224,0.004011,0.589524,1,104.91,0.15335
sample_000423,frb_00423,FRB,626.933689,4.942092,0.003392,0.982829,0,3.06,0.39715
sample_000424,frb_00424,FRB,276.936442,8.258813,0.004662,1.34049,1,289.78,1.17375
sample_000425,frb_00425,FRB,457.488193,10.719174,0.004545,0.877119,1,671.61,0.64291
sample_000426,frb_00426,FRB,813.155801,9.207673,0.003285,0.459614,0,2.12,0.03146
sample_000427,frb_00427,FRB,886.11405,9.66255,0.00373,1.632687,0,0.0,0.0
sample_000428,frb_00428,FRB,370.010467,4.715263,0.004879,1.00293,1,323.88,0.86704
sample_000429,frb_00429,FRB,837.204638,8.243182,0.003515,0.743848,0,2.7,0.01966
sample_000430,frb_00430,FRB,226.999751,6.617576,0.004733,0.815358,1,405.48,0.65667
sample_000431,frb_00431,FRB,643.553709,7.022695,0.003318,0.523442,0,3.66,0.4581
sample_000432,frb_00432,FRB,819.303755,4.877847,0.003329,1.586379,0,2.85,0.08651
sample_000433,frb_00433,FRB,892.476099,4.052494,0.004137,1.197541,0,0.0,0.0
sample_000434,frb_00434,FRB,173.867545,10.083735,0.004519,0.635908,1,465.87,0.38142
sample_000435,frb_00435,FRB,236.783446,5.918307,0.003316,1.488611,1,115.18,1.28385
sample_000436,frb_00436,FRB,703.680491,8.920615,0.004917,0.598666,1,150.01,0.08061
sample_000437,frb_00437,FRB,623.794218,8.342224,0.004105,0.425578,1,256.22,0.1101
sample_000438,frb_00438,FRB,690.002182,10.561704,0.004395,1.613674,0,3.31,0.12976
sample_000439,frb_00439,FRB,750.492232,11.184065,0.003754,0.365866,0,3.23,0.0403
sample_000440,frb_00440,FRB,668.858677,4.64498,0.003413,0.621339,0,3.51,0.02556
sample_000441,frb_00441,FRB,668.170317,4.364778,0.003762,1.319081,0,12.78,0.4581
sample_000442,frb_00442,FRB,386.676354,10.002164,0.003045,1.098235,1,393.14,0.7825
sample_000443,frb_00443,FRB,672.023692,4.441395,0.003296,0.850817,1,99.75,0.4404
sample_000444,frb_00444,FRB,737.52614,8.325743,0.003131,1.00034,0,2.57,0.04325
sample_000445,frb_00445,FRB,467.870992,10.170235,0.003418,0.885493,1,245.71,0.36766
sample_000446,frb_00446,FRB,761.677825,5.052549,0.003467,1.290546,0,2.51,0.18285
sample_000447,frb_00447,FRB,539.298062,7.940001,0.004002,0.594188,1,288.18,0.01769
sample_000448,frb_00448,FRB,302.209137,7.824474,0.004855,0.840702,1,297.21,0.38339
sample_000449,frb_00449,FRB,556.132162,4.449656,0.003585,0.608783,1,175.2,0.01573
sample_000450,frb_00450,FRB,725.950324,9.071486,0.003895,1.098658,1,229.18,0.03932
sample_000451,frb_00451,FRB,845.877961,8.189041,0.003601,0.465532,0,4.25,0.05603
sample_000452,frb_00452,FRB,879.13671,5.502617,0.003826,0.98109,0,0.0,0.0
sample_000453,frb_00453,FRB,313.672756,9.113242,0.003685,0.767346,1,363.0,0.34996
sample_000454,frb_00454,FRB,423.916278,4.558079,0.004864,1.270402,0,157.34,1.02433
sample_000455,frb_00455,FRB,147.863609,9.341818,0.004112,1.583395,1,300.28,1.39395
sample_000456,frb_00456,FRB,555.907717,11.442457,0.003881,1.594952,0,3.42,0.40993
sample_000457,frb_00457,FRB,818.90491,7.896633,0.004549,0.93479,0,2.94,0.03342
sample_000458,frb_00458,FRB,390.959493,10.68361,0.003739,1.574791,1,241.36,1.09117
sample_000459,frb_00459,FRB,431.085413,4.052083,0.003495,0.595205,1,113.42,0.28115
sample_000460,frb_00460,FRB,668.28198,9.434383,0.003728,1.043391,1,109.92,0.19661
sample_000461,frb_00461,FRB,812.74256,11.957485,0.003685,1.066204,0,2.39,0.05702
sample_000462,frb_00462,FRB,192.427503,5.795131,0.003771,1.144184,1,282.7,1.00663
sample_000463,frb_00463,FRB,160.304838,5.55577,0.003466,0.998102,1,269.65,0.88277
sample_000464,frb_00464,FRB,862.471293,8.410519,0.004454,0.562721,0,1.47,0.01081
sample_000465,frb_00465,FRB,790.528143,10.308404,0.00308,0.680688,0,3.33,0.0403
sample_000466,frb_00466,FRB,498.61648,8.578658,0.003676,0.748392,1,278.11,0.54264
sample_000467,frb_00467,FRB,429.495532,7.785463,0.003213,1.635712,0,3.26,0.2261
sample_000468,frb_00468,FRB,622.063602,6.394176,0.003095,1.475993,0,2.91,0.51905
sample_000469,frb_00469,FRB,648.590951,4.096985,0.003546,0.952324,0,3.02,0.0983
sample_000470,frb_00470,FRB,207.259081,6.638577,0.003955,0.360047,1,132.96,0.08454
sample_000471,frb_00471,FRB,682.204876,9.916975,0.004181,0.704347,1,514.24,0.10617
sample_000472,frb_00472,FRB,548.555959,6.994092,0.003381,1.490296,0,106.79,0.73925
sample_000473,frb_00473,FRB,448.72873,8.719758,0.004164,1.347657,0,3.43,0.2084
sample_000474,frb_00474,FRB,665.445611,10.917634,0.003383,1.566446,0,2.66,0.27132
sample_000475,frb_00475,FRB,494.908539,8.831388,0.003981,0.948577,1,824.02,0.59769
sample_000476,frb_00476,FRB,595.026449,9.192941,0.00432,1.000945,0,3.94,0.07471
sample_000477,frb_00477,FRB,624.041271,11.529884,0.003103,0.724154,0,2.96,0.25068
sample_000478,frb_00478,FRB,550.256897,9.751589,0.003271,0.990043,1,165.04,0.6547
sample_000479,frb_00479,FRB,726.133711,6.952223,0.004638,0.592891,0,2.83,0.17891
sample_000480,frb_00480,FRB,371.071535,10.553978,0.004462,1.143851,1,346.1,0.81789
sample_000481,frb_00481,FRB,651.630232,7.507723,0.004449,1.345531,0,3.72,0.46596
sample_000482,frb_00482,FRB,243.643582,8.470494,0.003655,1.182154,1,291.36,1.07151
sample_000483,frb_00483,FRB,287.660685,10.008886,0.0044,1.457733,1,593.53,1.25436
sample_000484,frb_00484,FRB,621.200269,9.931934,0.004071,1.063881,0,2.87,0.29491
sample_000485,frb_00485,FRB,204.240396,8.589275,0.003958,1.010086,1,488.06,0.89653
sample_000486,frb_00486,FRB,549.118687,5.752712,0.003293,0.367211,0,3.93,0.70189
sample_000487,frb_00487,FRB,140.128193,8.068077,0.00482,0.71512,1,390.72,0.54067
sample_000488,frb_00488,FRB,619.809529,6.674682,0.004242,0.363106,0,2.86,0.35881
sample_000489,frb_00489,FRB,542.122905,9.909033,0.004684,0.933781,1,573.54,0.2143
sample_000490,frb_00490,FRB,697.827334,8.518507,0.003174,1.505836,0,3.04,0.2202
sample_000491,frb_00491,FRB,172.307763,7.391149,0.004614,1.428533,1,343.64,1.29368
sample_000492,frb_00492,FRB,335.501571,4.152127,0.003069,1.117779,1,195.5,0.82969
sample_000493,frb_00493,FRB,832.469011,4.465733,0.003246,1.622758,0,3.98,0.01573
sample_000494,frb_00494,FRB,784.122838,10.700335,0.004628,0.873916,0,3.96,0.01475
sample_000495,frb_00495,FRB,822.452849,8.35335,0.004378,0.468288,0,2.92,0.00983
sample_000496,frb_00496,FRB,588.13226,8.251642,0.004921,1.59797,0,4.07,0.48759
sample_000497,frb_00497,FRB,289.919949,6.348884,0.004865,1.186129,1,475.05,0.94175
sample_000498,frb_00498,FRB,584.269752,5.32466,0.004537,0.684115,1,211.23,0.37356
sample_000499,frb_00499,FRB,412.667618,9.32459,0.004103,1.555294,0,3.34,0.37945
sample_000500,frb_00500,FRB,478.286148,5.513419,0.004138,0.65435,1,275.56,0.03932
sample_000501,frb_00501,FRB,405.861944,6.871095,0.004855,0.369391,1,132.19,0.0983
sample_000502,frb_00502,FRB,398.390255,7.370227,0.003768,0.533715,0,3.2,0.9329
sample_000503,frb_00503,FRB,571.775082,7.161143,0.004159,0.700218,1,383.75,0.10813
sample_000504,frb_00504,FRB,286.565679,10.54511,0.003804,0.984231,1,208.06,0.70386
sample_000505,frb_00505,FRB,687.11639,5.207168,0.003687,0.819752,0,3.44,0.27329
sample_000506,frb_00506,FRB,357.524564,9.986787,0.004299,1.367562,1,164.71,0.98697
sample_000507,frb_00507,FRB,559.927727,11.299886,0.004528,0.527449,0,2.95,0.61145
sample_000508,frb_00508,FRB,387.533407,10.186159,0.003211,1.088513,1,316.82,0.49742
sample_000509,frb_00509,FRB,642.358172,4.163367,0.004751,1.119602,0,25.18,0.51708
sample_000510,frb_00510,FRB,182.046124,7.066897,0.003222,1.443814,1,195.71,1.26419
sample_000511,frb_00511,FRB,763.69826,4.257379,0.004992,1.616043,0,3.41,0.03047
sample_000512,frb_00512,FRB,602.921007,6.926497,0.00394,0.733207,0,3.84,0.07864
sample_000513,frb_00513,FRB,215.177897,9.179142,0.003717,1.149143,1,173.97,0.94175
sample_000514,frb_00514,FRB,891.592957,5.005628,0.00356,1.177846,0,0.0,0.0
sample_000515,frb_00515,FRB,850.86075,11.296044,0.003344,1.085939,0,1.6,0.03932
sample_000516,frb_00516,FRB,271.403081,10.249015,0.00437,0.985463,1,384.72,0.73531
sample_000517,frb_00517,FRB,632.663601,9.317889,0.004751,0.548805,0,3.46,0.52396
sample_000518,frb_00518,FRB,636.15712,7.122617,0.003086,0.870241,1,128.12,0.18874
sample_000519,frb_00519,FRB,615.940511,10.337775,0.004961,0.584441,1,358.21,0.10617
sample_000520,frb_00520,FRB,796.020444,6.422982,0.003303,1.360562,0,3.56,0.00688
sample_000521,frb_00521,FRB,714.787614,11.286775,0.004682,0.869528,0,3.06,0.04915
sample_000522,frb_00522,FRB,885.611835,8.471855,0.004471,0.995024,0,0.0,0.0
sample_000523,frb_00523,FRB,418.211342,11.446936,0.003877,0.441068,0,3.54,0.56426
sample_000524,frb_00524,FRB,293.56788,9.145671,0.003262,1.26883,1,657.85,1.0027
sample_000525,frb_00525,FRB,863.121491,7.183752,0.00332,0.402059,0,1.78,0.0118
sample_000526,frb_00526,FRB,881.325891,7.600058,0.004153,0.841292,0,0.0,0.0
sample_000527,frb_00527,FRB,422.747135,10.857606,0.003512,0.688978,1,479.81,0.55837
sample_000528,frb_00528,FRB,414.631926,8.500604,0.004906,0.813265,1,483.56,0.43254
sample_000529,frb_00529,FRB,551.205124,5.61375,0.004941,1.38414,0,2.84,0.64291
sample_000530,frb_00530,FRB,317.383434,9.308683,0.004555,0.776431,1,175.0,0.348
sample_000531,frb_00531,FRB,436.705074,4.090417,0.004273,1.589574,0,3.17,0.34406
sample_000532,frb_00532,FRB,367.714586,4.574627,0.003339,0.925908,1,149.55,0.54854
sample_000533,frb_00533,FRB,333.120057,5.462606,0.003905,1.552556,1,251.68,1.14622
sample_000534,frb_00534,FRB,877.884969,5.125522,0.004769,0.768233,0,0.0,0.0
sample_000535,frb_00535,FRB,458.735531,11.39163,0.0047,0.940626,1,388.61,0.65274
sample_000536,frb_00536,FRB,318.087248,10.470864,0.003738,1.252278,1,616.69,1.02433
sample_000537,frb_00537,FRB,597.071889,7.556027,0.003925,0.531357,1,119.17,0.2143
sample_000538,frb_00538,FRB,699.824613,7.964788,0.004146,1.066378,1,348.75,0.20054
sample_000539,frb_00539,FRB,716.379218,4.723539,0.004476,1.209295,0,2.95,0.18874
sample_000540,frb_00540,FRB,632.235711,10.267057,0.003004,0.562255,0,2.84,0.15335
sample_000541,frb_00541,FRB,156.948895,4.427275,0.004925,1.016804,1,298.55,0.8926
sample_000542,frb_00542,FRB,788.676538,4.757929,0.004719,0.901365,1,395.42,0.03539
sample_000543,frb_00543,FRB,501.133626,7.119408,0.004005,1.600041,0,2.88,0.57213
sample_000544,frb_00544,FRB,877.386588,8.796723,0.004111,1.477136,0,0.0,0.0
